"","Subject","Comp","Period","Inv","OtherInv","Payoff","OtherPayoff"
"656",791,0,17,10,13,23.7525615322762,17.8986648609863
"657",791,0,1,28,18,19.2246377680868,62.7818777126083
"658",791,0,20,14,9,15.905567209012,25.6620616611618
"659",791,0,21,10,5,4.23037164729215,9.80525722288161
"660",791,0,24,11,10,16.8564033541025,18.5986218007044
"661",792,0,11,10,14,26.3978794631435,18.1745230137677
"662",792,0,10,20,10,16.3958555212075,43.2266599594876
"663",792,0,6,20,15,26.9683605515918,42.997268318582
"664",792,0,9,5,15,24.0171488637872,7.64036661690786
"665",792,0,12,6,20,40.466902064285,8.75802827787728
"666",792,0,13,14,23,51.8173977571988,21.0836397821642
"667",792,0,8,14,12.5,24.0462610488111,27.5220455495046
"668",792,0,4,20,25,51.5307738664322,30.2748550037415
"669",792,0,5,18,10,17.6428049538224,37.4348049538224
"670",792,0,30,12,25,58.4172285631568,14.0240225992179
"671",792,0,14,14,25,57.676705291618,17.813338440023
